0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291
637,810,926,637,849,695,695,810,617,695,579,540,540,617,559,695,559,521,540,424,772,656,810,1004,1235,1506,1815,2046,2645,3282,3784,4441,4827,5039,5290,5368,5599,5368,5329,5116,4943,4885,4788,4904,5329,5483,5715,5966,6178,6410,6796,6835,7221,7337,7356,7685,7665,7569,7897,7646,7800,7492,7549,7665,7453,7530,7492,7511,7569,7646,7530,7530,7646,7762,8225,8418,8959,9191,9847,10349,10890,11431,12049,12666,13207,13593,13941,14250,14288,14288,14366,14134,14211,13555,13439,13168,12319,12049,11508,10890,10542,9809,9500,9114,8727,8225,7762,7453,7260,6951,6989,7125,7067,7260,7144,6989,7202,7183,7028,7144,6719,6565,6526,6101,6256,5947,5657,5754,5522,5425,5329,4943,4904,4634,4402,4363,4093,3900,4016,3823,3958,3997,4054,4170,3900,3977,3958,3707,4054,3823,3900,4267,4190,4402,4479,4730,5097,5329,6275,7105,7646,8805,9616,10736,11585,12821,13439,14057,14057,13439,13362,13168,13362,14057,14752,15679,16470,18228,19541,20854,22707,23711,24580,25565,26337,26646,27226,27052,27129,26801,25835,24638,22553,19946,17243,15698,15215,15640,16992,18768,20158,20969,21433,21163,21085,20854,20120,19850,19232,18575,18073,17146,16606,16219,15698,15293,14771,14366,14250,13516,13555,12975,12512,12396,11508,10967,10060,9365,8592,8032,7511,7356,7105,7028,7028,6874,7453,7163,7144,7183,7047,7221,7414,7453,7356,7356,7414,7723,7337,7492,7376,7028,7183,6989,6642,6565,6333,6372,6372,6275,6275,6178,6043,5947,5599,5638,5754,5406,5425,5290,5059,5290,4865,4923,4865,4557,4711,4518,4402,4479,4112,4054,3939,3746,3784,3475,3205,3321,1,9.7,5.17,tallo
656,810,810,695,791,695,695,926,695,656,695,617,617,579,521,695,559,579,656,463,772,830,888,1313,1583,2085,2471,2857,3591,4557,5561,6681,6951,7492,7607,7916,8264,7974,7723,7800,7453,7298,7414,7530,8322,8438,8882,9422,9731,10156,10813,11102,11585,12087,12319,12744,12975,13168,13516,13207,13632,13130,13168,13130,13168,13477,13516,14057,14288,14327,14675,14829,15138,15910,16702,16915,17532,17880,18575,19425,20062,20738,21665,22283,23171,23808,24291,25102,25488,25526,25720,25584,25720,25411,25218,25024,24098,23885,23248,22630,22089,21472,20854,20622,19927,19193,18150,17166,16702,16007,16258,16915,17108,17706,17764,17706,17957,18150,17687,17841,17552,17127,16915,16335,16142,15910,15138,15235,14752,14559,14482,14095,13613,13284,12628,12435,11817,11585,11662,11431,11585,11894,11971,12087,11682,11933,11894,11585,12049,11894,11778,12049,12049,12049,12087,12300,13072,13477,14597,15370,15910,16953,17706,18730,19463,20236,20545,20718,19927,18421,17339,16374,15756,15930,16065,16721,17378,18459,19618,20641,21935,22649,23905,24407,24580,24889,25488,25179,25218,24522,23557,22302,20313,18150,16007,14366,13671,14192,15331,16953,18305,18884,19077,18923,19077,18923,18015,18228,17069,16915,16026,15486,14984,14694,14153,14057,13226,13130,12860,12242,12338,11662,11469,11064,10233,9886,9365,8341,7955,7202,6835,6661,6487,6410,6333,6217,6719,6430,6372,6410,6487,6526,6758,6565,6835,6854,6796,7028,6758,6642,6796,6642,6565,6410,6178,6024,5792,5831,5638,5870,5676,5715,5561,5406,5213,5387,5329,5097,4981,4904,4672,4865,4595,4518,4479,4170,4325,4363,4016,4054,3765,3746,3668,3437,3475,3166,3012,3128,1,10.0,5.16,inferior
772,868,907,617,888,733,772,830,714,695,656,579,656,675,598,695,579,656,617,540,888,849,1004,1351,1641,2066,2548,2838,3726,4711,5599,6449,7009,7472,7685,7800,8032,8071,7820,7685,7434,7472,7472,7569,8187,8727,8843,9229,9925,10195,10813,11102,11566,11875,12357,12821,12937,13130,13420,13130,13362,12956,13284,13072,13014,13168,13593,13941,14250,14559,14713,15061,15293,15988,16779,16895,17397,17977,18266,19347,20120,20796,21549,22321,22978,23866,24503,24658,25198,25430,26029,25526,25681,25121,25160,24889,24136,23731,22958,22495,22283,21240,20873,20429,19946,19000,18189,17030,16644,16104,16393,16779,17108,17726,17764,17783,17977,17841,17513,17899,17378,16934,16915,16297,16161,15756,15215,15312,14906,14482,14482,13883,13941,12956,12840,12435,11836,11547,11566,11334,11604,11740,11855,11971,11778,11798,11798,11566,11740,11624,11836,11817,12029,12049,11952,12357,12763,13420,14482,15486,15795,16934,17861,18730,19676,20178,20429,20622,19927,18324,17050,16412,15872,15679,16219,16818,17146,18228,19541,20506,21974,22611,23248,24329,24754,24580,25102,25198,24870,24291,23827,22360,20448,17822,15601,14115,13806,14153,15235,16895,18189,18807,19347,19232,18884,18788,18054,17919,17339,16663,16084,15331,14984,14443,14134,14134,13207,13130,12705,12203,12319,11778,11257,10987,10233,9809,9307,8418,7781,7144,6796,6700,6545,6256,6430,6333,6565,6430,6352,6603,6526,6623,6719,6719,6796,6970,6854,6932,6835,6719,6796,6545,6681,6333,6043,6178,5812,5831,5754,5638,5599,5619,5522,5599,5252,5136,5290,5097,5020,4730,4614,4923,4402,4595,4402,4228,4286,4190,3919,4016,3823,3842,3746,3494,3475,3243,2992,3012,1,10.0,5.16,inferior
772,791,868,656,849,695,617,830,656,656,675,540,675,598,579,714,559,617,637,502,830,772,907,1274,1621,2066,2548,2857,3572,4557,5580,6487,6989,7434,7762,7994,8109,7878,7800,7588,7395,7414,7453,7685,8283,8496,8901,9268,9461,10272,10755,11199,11740,11971,12300,12744,12898,13207,13574,13014,13362,13072,13053,13053,13053,13284,13516,14057,14520,14308,14713,14926,15177,15910,16548,16857,17378,17803,18459,19463,19927,20487,21240,22244,22785,23789,24445,24793,24967,25218,25739,25256,25584,25102,24715,24947,24040,23827,23016,22495,22321,21394,20854,20622,20178,18768,17996,17301,16567,16142,16606,17069,16992,17455,17648,17783,18073,17919,17648,17861,17262,17243,17011,16123,16026,15447,15177,15331,14771,14520,14462,13864,13671,13130,12686,12242,11933,11547,11373,11527,11682,11585,11894,11971,11682,11682,11585,11547,11740,11566,11662,12087,11682,11740,12145,12145,12898,13439,14366,15486,15852,17069,17610,18710,19405,20236,20236,20352,19850,18459,16934,16007,15698,15679,15852,16451,16992,18073,19463,20158,21723,22553,23325,24252,24561,24754,25044,25121,24947,24291,23634,22398,19946,17861,15524,14250,13593,14095,15293,17166,18073,18536,19077,18884,18633,18788,18228,17861,17088,16606,16007,15215,14868,14250,13941,13690,13130,13072,12666,12319,12049,11662,11218,11083,10427,9770,9191,8380,7800,7067,6719,6584,6487,6178,6314,6236,6487,6487,6333,6487,6430,6565,6642,6449,6526,6642,6738,7047,6681,6661,6719,6468,6584,6275,6101,6005,5734,5715,5734,5368,5715,5638,5425,5425,5078,5097,5136,4943,4981,4711,4614,4769,4441,4518,4479,4170,4286,4325,3900,3919,3746,3726,3746,3379,3437,3166,2992,3166,1,10.0,5.16,inferior
810,926,868,733,1004,791,695,926,656,714,617,617,656,617,617,791,617,598,714,502,791,695,810,1004,1139,1428,1757,1853,2394,2838,3707,4190,4557,4981,5136,5406,5599,5483,5425,5368,5020,4885,4981,4943,5445,5754,6024,6410,6352,6758,7337,7395,7897,8109,8225,8515,8496,8573,8805,8592,8824,8611,8650,8689,8418,8496,8515,8901,9036,9191,9075,9171,9365,9847,10407,10736,11238,11778,12280,13072,13690,14134,14926,15486,16335,16625,16876,17301,17301,17378,17378,17223,17243,17069,16760,16412,15486,15003,14675,13825,13439,12840,12203,11836,11315,10658,10233,9210,9075,8863,8727,9114,9152,9365,9229,9017,9307,9056,8863,8824,8496,8611,8303,7878,7955,7723,7337,7376,7028,6874,6854,6430,6352,5966,5754,5561,5252,5116,5078,4808,4885,4904,4981,5174,4865,4808,4865,4634,4943,4672,4846,5174,5174,5310,5522,5850,6410,6835,7800,8631,9210,10369,11218,12396,13555,14443,15235,15756,15988,15370,14694,14694,14675,15293,15910,16760,17957,19502,21356,22031,24136,25218,26299,27728,28210,28519,29079,28964,28848,28655,27573,26183,24213,21047,18652,16876,16316,16509,18112,20158,21549,22360,22785,22495,22167,22321,21394,21163,20255,19811,19154,18305,17764,17223,16779,16490,15833,15447,15215,14675,14482,13979,13632,13168,12203,11585,10871,9963,9268,8611,8090,7762,7492,7337,7588,7298,7685,7646,7472,7646,7685,7781,7916,7839,7974,8032,8071,8109,7936,7974,7974,7839,7762,7453,7183,7221,6893,6719,6681,6719,6584,6526,6430,6217,6217,6043,6140,5850,5985,5503,5522,5541,5329,5271,5136,4904,5059,4885,4518,4730,4286,4441,4267,4016,4054,3707,3552,3572,1,10.0,5.16,lado 1
695,772,849,695,849,695,714,868,675,675,656,559,714,656,579,695,482,617,637,424,733,695,695,888,1081,1313,1660,1776,2355,2973,3707,4325,4634,4904,5329,5406,5561,5599,5406,5252,5059,4981,4981,5039,5580,5676,5947,6294,6526,7047,7414,7511,7994,8071,8187,8573,8592,8573,8882,8611,8901,8747,8901,8882,8611,8611,8805,8843,9114,8998,9152,9500,9538,10156,10465,10620,11353,11817,12300,13207,13844,14288,14868,15679,16316,16915,17301,17378,17455,17552,17996,17610,17513,17223,16915,16721,15640,15544,14617,13941,13671,13053,12435,12068,11508,10697,10272,9577,9133,8805,8843,9114,9268,9345,9500,9152,9307,9345,8959,9114,8669,8476,8496,7800,7916,7685,7337,7395,7047,7028,6893,6526,6333,5966,5715,5657,5290,5116,5174,4923,4981,5039,4981,4885,4788,4943,4827,4634,5020,4865,4943,5174,5174,5445,5792,5792,6410,6951,7916,8843,9229,10427,11373,12628,13516,14752,15601,16104,16161,15524,14984,14829,15061,15447,16161,17455,18343,19734,21568,22707,24638,25411,26917,28056,28770,29195,29543,29697,29504,28964,28230,26955,24503,21819,18730,17262,16606,16992,18730,20429,22244,22553,23325,22939,23055,22630,22031,21742,21008,20158,19232,18498,18073,17610,17146,16374,16104,15833,15524,14906,14597,14076,13825,13362,12705,11662,11064,9982,9461,8573,8380,7955,7800,7762,7588,7511,8032,7800,7569,7916,7685,7800,7994,7994,8032,8109,8225,8496,8187,7994,7897,7685,7800,7530,7376,7260,6893,6893,6642,6565,6874,6681,6565,6565,6256,6140,6217,5947,6024,5715,5599,5754,5483,5503,5348,5097,5097,4981,4730,4750,4557,4325,4325,3958,4112,3784,3552,3475,1,10.0,5.16,lado 1
888,926,926,791,965,810,772,965,753,888,714,695,656,675,579,830,617,675,695,502,714,733,830,1004,1235,1467,1815,1969,2529,3012,3861,4421,4750,5059,5522,5599,5850,5792,5696,5599,5329,5252,5290,5348,5927,6024,6294,6565,6893,7376,7781,7723,8264,8515,8611,8978,8863,9036,9229,8824,9384,9191,9229,9191,8882,8843,9056,9075,9461,9461,9480,9809,10040,10349,10967,11160,11817,12357,12917,13671,14134,14752,15640,16297,16876,17281,17996,18150,17996,18150,18575,17841,18189,17841,17455,17223,16277,16104,15293,14443,14211,13458,12937,12551,12049,11122,10620,9809,9616,9268,9229,9519,9616,9693,9828,9731,9789,9461,9307,9422,8747,8843,8727,8341,8380,7916,7800,7685,7337,7453,7241,6835,6719,6372,6140,5985,5599,5310,5464,5136,5174,5232,5329,5290,4981,5097,5020,4943,5116,5020,5174,5290,5368,5522,5812,6101,6468,7318,8148,8882,9558,10987,11817,13053,14211,15215,16084,16625,16760,15988,15486,15370,15312,15910,16760,17880,18768,20467,21877,23248,25411,26492,27728,28809,29504,29813,30470,30624,30412,29890,29041,27651,25179,22321,19637,17841,16992,17436,19077,21201,22727,23557,23808,23750,23518,23364,22591,22244,21472,20776,20043,19405,18479,18092,17513,17301,16606,16219,15852,15177,15370,14597,14211,13709,12840,12300,11508,10504,9616,8882,8515,8303,8013,7800,7994,8032,8187,7897,7897,7994,8071,8109,8380,8225,8341,8283,8457,8882,8380,8187,8303,8071,8129,7762,7569,7414,7183,7086,6989,6989,7260,6970,6758,6661,6487,6449,6410,6217,6063,5908,5792,5927,5561,5715,5522,5136,5213,5213,4808,4885,4672,4537,4557,4209,4248,3861,3630,3746,1,10.0,5.16,lado 1
810,849,926,733,849,714,617,868,656,695,675,559,656,579,559,656,540,598,695,463,733,791,868,1139,1332,1660,2085,2336,2973,3552,4402,4904,5059,5445,5638,5715,5812,5754,5483,5522,5020,5020,5039,4885,5599,5657,5947,6372,6526,6951,7337,7356,7723,8109,7994,8341,8418,8438,8669,8341,8727,8592,8457,8360,8341,8573,8573,8650,8920,9114,9249,9422,9886,10195,10967,11315,12280,12744,13439,14636,15003,15930,16683,17378,18150,18768,19232,19695,19637,19405,20120,19309,19637,19386,18845,18382,17378,16953,16239,15312,14675,13941,13439,13168,12300,11585,11044,10272,10060,9809,9654,9963,9809,10195,10118,9982,10040,9886,9422,9809,9268,8998,8998,8380,8380,7994,7839,7762,7414,7221,7028,6642,6352,5966,5792,5599,5213,5116,5020,4788,4865,4808,4827,4827,4634,4672,4595,4595,4827,4595,4865,5059,5097,5368,5831,6121,6912,7665,8592,9847,10581,12164,13323,14366,15679,16721,17571,18073,18073,17301,16528,16297,16026,16528,16915,18266,19019,20390,22012,22785,24561,25739,26666,27573,28500,28423,29195,29118,28964,28268,27670,26029,23711,21163,18266,16451,16026,16239,17977,19714,21008,22089,22244,22321,22109,21935,20969,20854,19927,19386,19000,17706,17378,16876,16567,16007,15447,15215,14906,14366,14134,13748,13168,12917,11971,11701,10890,9770,8901,8418,7878,7685,7607,7260,7279,7337,7511,7492,7376,7530,7511,7472,7762,7685,7878,7820,7878,8032,7685,7839,7607,7492,7492,7144,7028,7047,6565,6526,6430,6449,6603,6487,6275,6178,5966,5947,5947,5638,5754,5503,5329,5483,5136,5213,4981,4923,4788,4808,4402,4557,4363,4267,4190,3900,4016,3514,3437,3398,1,10.0,5.16,lado 2
830,926,907,733,926,810,772,926,772,733,656,656,714,714,656,772,598,656,656,540,849,810,926,1197,1428,1699,2124,2355,3050,3707,4441,4981,5310,5657,5754,5870,6024,5889,5676,5638,5310,5252,5348,5232,5676,5870,6140,6623,6874,7086,7511,7685,8187,8380,8380,8631,8554,8631,8920,8689,9036,8708,8554,8863,8611,8689,8785,8959,9345,9307,9384,9828,10040,10600,11160,11547,12357,12898,13728,14752,15177,15756,16721,17532,18266,18614,19193,19618,19734,19714,19946,19637,19637,19541,19135,18981,17532,17185,16258,15640,15177,14211,13748,13323,12435,11798,11064,10369,10021,9925,9925,10233,10195,10272,10291,10021,10233,9982,9847,9905,9210,9152,9036,8515,8418,8167,7762,7936,7607,7337,7183,6584,6565,6101,5870,5715,5368,5097,5174,4981,5001,5001,4943,5097,4750,4827,4634,4672,4943,4750,4885,5136,5174,5425,5966,6314,6854,7685,8785,9963,10851,12222,13033,14713,15968,17069,17861,18247,18150,17610,16721,16412,16123,16586,17243,18034,19019,20139,22225,22842,24754,25739,26801,28017,28268,28519,29234,28848,29118,28365,27515,26299,23982,21124,18459,16548,16104,16606,17919,19695,21356,21780,22186,22437,22109,21974,21163,20757,20158,19502,19096,17841,17397,17050,16779,16181,15370,15293,14926,14269,14153,13786,13207,13053,11991,11469,10697,9828,9307,8438,7974,7781,7434,7414,7356,7434,7723,7453,7356,7607,7453,7646,7820,7665,7704,7685,7974,8148,7723,7781,7878,7549,7453,7337,7067,6970,6642,6661,6565,6526,6584,6507,6333,6294,6101,5947,6101,5812,5696,5522,5368,5619,5059,5232,5174,4827,4865,4808,4557,4711,4421,4363,4190,3919,3977,3668,3437,3456,1,10.0,5.16,lado 2
772,810,849,656,830,772,695,868,695,695,617,579,695,617,559,733,521,579,617,540,772,772,849,1158,1390,1699,2008,2259,2857,3591,4363,4981,5194,5599,5676,5831,5985,5734,5599,5657,5252,5097,5155,5213,5734,5754,6178,6642,6796,7105,7492,7607,7955,8109,8148,8650,8418,8805,8805,8650,8998,8592,8573,8611,8457,8650,8805,8959,9268,9152,9345,9654,9905,10446,11064,11392,12242,12975,13516,14694,15293,15679,16857,17610,18150,18845,19096,19463,19850,19695,20081,19772,19811,19386,18845,18768,17571,17069,16219,15370,15061,13979,13516,13207,12551,11778,11044,10272,10214,9751,9886,10079,10195,10195,10195,10118,10040,9925,9654,9925,9307,9229,8920,8341,8573,8109,7878,7974,7414,7414,7028,6642,6372,5966,5831,5676,5406,5174,5116,5020,4808,5020,4865,4981,4634,4808,4634,4518,4904,4788,4885,5290,5174,5561,5870,6256,7105,7723,8843,9925,10658,12164,13207,14443,15601,16915,17378,18305,18266,17223,16760,16219,16374,16374,17339,17919,18923,20274,21780,23248,24484,25797,26762,27419,28268,28230,29041,29041,28770,28191,27496,26048,23673,20854,18112,16606,16026,16239,18034,19541,20931,21626,22360,22089,21858,21780,21085,20969,20197,19405,18614,17996,17301,16915,16721,15988,15447,15099,14829,14250,14211,13593,13207,12975,12087,11431,10620,9963,8998,8303,7955,7723,7453,7279,7453,7202,7685,7646,7337,7434,7337,7607,7878,7685,7800,7878,7723,8071,7665,7800,7685,7337,7337,7144,6989,6874,6603,6719,6487,6487,6642,6294,6101,6159,5870,5870,5947,5561,5599,5503,5329,5406,5252,5097,5097,4711,4865,4788,4499,4557,4325,4170,4016,3861,4112,3630,3437,3437,1,10.0,5.16,lado 2
810,965,907,733,926,791,733,888,714,791,695,617,695,656,540,753,579,559,695,502,791,695,810,1023,1100,1390,1660,1853,2278,2780,3494,3803,4151,4267,4518,4750,4943,4750,4769,4537,4286,4286,4402,4305,4711,4730,4981,5368,5387,5754,5947,6063,6391,6545,6487,6681,6565,6661,6719,6526,6932,6738,6584,6623,6526,6603,6526,6700,6719,6565,6661,6835,6835,7047,7356,7492,7974,8303,8824,9480,9693,10176,10774,11411,11836,12222,12570,12589,12744,12821,12937,12493,12840,12551,12087,12029,11295,11218,10484,9867,9558,9133,8669,8476,7974,7472,7221,6526,6430,6256,6314,6487,6410,6642,6565,6507,6738,6352,6159,6449,6043,6024,5966,5445,5638,5348,5213,5348,5001,5001,4827,4595,4363,4170,4035,4093,3610,3514,3649,3456,3533,3437,3591,3707,3533,3494,3591,3475,3630,3398,3649,3784,3823,3919,4074,4383,4692,5155,5831,6468,7241,8071,8920,10060,10948,11894,12724,13226,13439,13111,13033,12956,13362,13786,14520,15814,16779,18305,19869,21182,22939,24078,25275,26492,27284,27361,28365,28017,27863,27342,26878,25314,23267,20738,17957,16528,15949,16470,17629,19386,20912,22031,22109,21935,21993,21394,20834,20506,19850,19347,18788,17745,17262,16663,16239,16046,15505,15099,14848,14308,14095,13690,13111,12705,12029,11295,10600,9751,9056,8109,7936,7685,7453,7183,7453,7144,7569,7414,7434,7549,7492,7607,7781,7530,7800,7878,7820,8071,7685,7762,7820,7472,7453,7202,6796,6951,6661,6623,6410,6468,6681,6410,6294,6236,5850,5927,5927,5792,5734,5483,5310,5580,5174,5155,5097,4730,4962,4788,4479,4537,4286,4325,4209,3842,4151,3649,3398,3475,1,10.0,5.16,tallo
714,772,810,656,810,656,637,810,617,695,598,579,559,579,502,656,540,502,637,386,695,579,714,888,1004,1255,1641,1718,2259,2664,3321,3784,4112,4363,4595,4518,4827,4518,4557,4441,4170,4093,4209,4170,4518,4750,4808,5213,5252,5561,5812,5908,6217,6275,6333,6603,6487,6449,6719,6410,6565,6603,6372,6642,6256,6333,6487,6449,6487,6526,6603,6584,6642,6758,7260,7646,7916,8187,8650,9345,9654,10079,10736,11044,11585,12126,12300,12589,12512,12551,12589,12396,12512,12280,12145,11971,11141,10967,10349,9654,9500,8727,8380,8360,7800,7202,7028,6526,6333,6178,6140,6352,6487,6410,6410,6372,6410,6217,6140,6256,5870,5889,5638,5290,5406,5290,5020,5174,4788,4808,4672,4479,4286,4054,4093,3823,3514,3552,3475,3398,3437,3475,3340,3514,3243,3398,3398,3340,3494,3321,3437,3746,3630,3784,4016,4248,4557,4981,5715,6449,7105,7994,9075,9925,10851,11682,12589,13014,13439,12898,12763,12705,13053,13477,14288,15447,16490,17861,19811,20699,22591,23789,25102,25971,26762,26975,27651,27612,27670,26955,26492,25333,22823,20236,17919,16065,15601,16065,17687,19251,20796,21703,21703,21858,21974,21356,20854,20467,19463,19000,18459,17571,16915,16451,16335,15910,15370,14906,14617,13941,13825,13323,12898,12744,11682,11199,10272,9384,8901,8071,7723,7607,7414,7067,7337,7183,7453,7356,7260,7492,7376,7492,7762,7376,7646,7723,7646,7994,7627,7646,7607,7260,7376,7047,6835,6835,6526,6410,6410,6275,6487,6487,6101,6101,5812,5985,5831,5715,5483,5425,5329,5483,5020,5136,5020,4750,4808,4808,4402,4595,4325,4344,4170,3784,3861,3475,3398,3437,1,10.0,5.16,tallo
772,849,810,695,868,772,675,868,753,695,656,695,598,617,617,733,559,559,637,444,733,791,791,1023,1158,1390,1737,1776,2317,2780,3340,3803,3997,4402,4518,4537,4808,4614,4325,4441,4074,4209,4112,4170,4634,4518,4827,5039,5155,5445,5754,5850,6178,6178,6198,6410,6391,6294,6719,6487,6584,6565,6565,6584,6352,6275,6372,6410,6507,6333,6333,6623,6661,6874,7163,7298,7897,8187,8708,9403,9693,9982,10581,11025,11489,12145,12280,12473,12377,12435,12744,12280,12454,12203,11855,11817,10851,10716,10291,9616,9268,8824,8418,8245,7800,7318,6893,6372,6352,6217,6178,6256,6314,6526,6217,6217,6333,6275,6043,6198,5870,5927,5676,5348,5387,5155,4943,5001,4711,4788,4518,4344,4363,3958,3803,3823,3572,3379,3630,3282,3398,3475,3494,3533,3417,3301,3359,3340,3456,3321,3533,3668,3552,3784,4016,4209,4614,4904,5599,6352,6893,7994,8611,9616,10639,11585,12222,12763,13168,12860,12493,12357,12840,13246,13902,15177,16297,17436,19290,20294,22437,23345,24407,25662,26280,26434,27535,27226,27264,26762,25893,24658,22534,20043,17648,15698,15370,15795,17301,19039,20429,21066,21568,21549,21085,20950,20371,20332,19502,18788,18305,17243,16625,16316,15949,15582,14906,14675,14462,13690,13593,13246,12763,12628,11682,10948,10407,9422,8882,8167,7762,7549,7356,6989,7125,6951,7453,7298,7028,7337,7183,7395,7434,7414,7434,7627,7549,7955,7453,7549,7530,7337,7298,6970,6835,6854,6487,6333,6275,6275,6333,6294,6024,6024,5792,5619,5850,5619,5445,5368,5116,5406,5097,5213,4923,4672,4808,4672,4344,4595,4132,4151,4054,3861,3919,3475,3340,3282,1,10.0,5.16,tallo
810,849,946,733,868,849,810,926,675,772,714,656,656,656,695,695,617,617,695,579,810,849,926,1158,1467,1795,2162,2239,3050,3746,4576,5406,5715,6140,6333,6526,6681,6584,6449,6487,6024,6140,6178,6294,6796,7105,7492,7955,8418,8920,9229,9461,9925,10349,10581,10813,10581,11006,11199,11122,11295,10909,10851,10929,10774,10813,10909,10987,11353,11218,11353,11701,11894,12357,12821,13207,13979,14366,15080,15910,16451,17532,17996,18923,19270,20081,20487,20776,20815,20873,21240,21085,20854,20622,19965,20023,18884,18614,17610,16606,16297,15215,14926,14250,13941,12860,12222,11527,11199,10890,10851,11353,11353,11508,11508,11315,11508,11199,10851,10813,10369,10233,10002,9731,9461,9442,8824,8920,8380,8380,8496,7723,7511,7221,6989,6719,6178,6121,6101,5870,5908,6024,5870,5908,5676,5599,5715,5483,5812,5831,5715,6178,6140,6410,6912,7260,7839,8573,9654,10697,11431,12898,13690,15138,16104,17262,17764,18015,17764,16760,16181,15601,15389,15756,16219,16876,17841,19000,20390,21394,23248,23905,25121,25797,26415,26569,27264,27129,26917,26415,25584,24136,22012,19270,17223,15408,14984,15061,16644,18575,19850,20158,20622,20467,20545,20545,19541,19309,18768,18112,17571,16606,16219,15679,15312,14906,14443,14134,13864,13362,13207,12744,12203,11933,11160,10581,9905,9114,8457,7839,7183,7221,7009,6796,6893,6719,7028,6989,6874,6989,7105,7047,7337,7202,7144,7337,7337,7607,7260,7356,7144,7183,6989,6874,6526,6410,6217,6256,6121,5985,6140,5985,5966,5831,5715,5599,5638,5348,5290,5310,5020,5290,4827,4885,4904,4557,4672,4518,4190,4325,4054,3939,3900,3630,3765,3437,3282,3205,1,10.5,5.3,inferior
772,810,907,656,868,772,695,810,656,656,695,579,579,695,540,714,617,579,579,424,714,753,888,1100,1351,1660,2085,2181,3031,3630,4518,5174,5599,5985,6256,6352,6565,6584,6410,6410,5985,5966,6140,6178,6893,6951,7414,7878,8148,8650,9229,9500,9886,10214,10195,10523,10581,10813,11064,10851,11044,10909,10658,10890,10427,10600,10890,10967,11238,11083,11160,11315,11662,12203,12705,13014,13671,14250,14945,16026,16548,17301,17996,18768,19386,19927,20583,20931,20950,20892,21317,20854,20873,20661,20004,19734,18730,18189,17301,16876,16355,15544,14790,14288,13671,12686,12164,11180,11122,10813,10813,11122,11044,11315,11392,11160,11238,11083,10813,10736,10233,10195,10118,9519,9577,9191,8843,8805,8496,8264,8148,7627,7453,6912,6642,6565,6178,5947,5985,5831,5870,5889,5754,5870,5657,5792,5541,5522,5812,5638,5754,6140,6024,6275,6758,7144,7839,8592,9442,10716,11508,12898,13709,14906,16181,17146,17841,18112,17764,16567,15852,15659,15254,15640,15833,16799,17841,18845,20274,21472,23055,24059,25024,25913,26337,26569,27033,26975,26724,26106,25565,24175,21742,19270,16837,15215,14520,15215,16451,18324,19425,20197,20854,20854,20467,20429,19772,19270,18652,18131,17571,16490,16026,15524,15138,14945,14288,14076,13632,13207,13091,12705,12126,11894,11083,10581,9809,8920,8264,7820,7260,7105,6912,6893,6796,6796,7028,6874,6874,6893,6951,6854,7298,6989,7028,7298,7260,7395,7298,7183,7260,6989,6874,6681,6449,6430,6063,6217,6101,6101,6140,5947,5870,5715,5503,5580,5522,5387,5136,5020,4943,5116,4788,4865,4865,4479,4576,4421,4267,4248,4093,3939,3900,3630,3649,3321,3166,3205,1,10.5,5.3,inferior
