0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291
849,772,830,656,849,733,637,849,695,714,656,559,656,637,579,733,502,637,617,502,772,772,830,1235,1544,1911,2394,2587,3321,4286,5097,5947,6217,6526,6835,6719,7028,7028,6796,6565,6333,6101,6294,6449,6835,7028,7376,7955,8303,8727,9345,9770,10233,10388,10658,10967,11122,11431,11276,11083,11508,11238,11044,11238,11044,10987,11199,11315,11933,11740,11662,12357,12666,13168,13825,14404,14752,15621,16567,17378,17880,18768,19695,20622,21549,21858,22630,22785,22900,22727,23209,22630,22978,22707,22321,22012,20776,20390,19386,18459,18073,16799,16374,15795,15022,14404,13362,12628,12087,11971,12049,12319,12435,12589,12589,12203,12396,12357,11701,11836,11431,11122,11006,10388,10581,9963,9616,9616,9307,8959,9114,8418,8109,7492,7298,7028,6835,6449,6526,6101,6256,6217,6256,6043,5947,5985,5985,5561,6024,5676,5715,6024,5985,6410,6661,6989,7646,8341,9519,10465,11276,12744,13593,14868,15756,16606,17301,17841,17532,16760,15949,15138,15138,15524,16065,16837,17764,19019,20545,21472,23673,24291,25526,26646,26955,27226,28191,27805,27805,27052,26048,24484,22669,19927,17494,15679,15312,15331,16876,18614,20255,20931,21356,21317,21240,21085,20178,19850,19077,18305,17764,16876,16451,16065,15679,15254,14597,14597,14057,13362,13362,12860,12628,12049,11353,10813,9809,9036,8418,7839,7414,7125,7028,6874,6835,6796,7144,6970,6989,7028,7105,7183,7337,7260,7414,7414,7337,7878,7279,7472,7337,7221,7144,7047,6758,6565,6256,6449,6140,6256,6256,6217,5947,5947,5908,5580,5638,5406,5522,5252,5136,5290,4885,5020,4904,4557,4750,4595,4325,4402,4248,4093,4093,3688,3861,3359,3166,3340,2,10.5,5.44,tallo
888,849,965,714,926,810,733,965,695,637,733,598,695,695,617,733,675,598,656,540,888,926,1004,1313,1621,1988,2510,2780,3630,4402,5310,6024,6410,6874,6912,7221,7144,7105,6874,6835,6294,6352,6198,6430,6989,7144,7588,8129,8438,8920,9654,9712,10311,10600,10851,11102,11160,11392,11469,11238,11373,11199,11218,11353,10909,11199,11315,11585,11817,11971,11991,12222,12744,13246,13786,14462,15061,15775,16567,17648,18112,19077,19869,20641,21510,22167,22746,23094,22978,23094,23441,22900,23209,22649,22398,21877,20738,20467,19232,18401,18150,17030,16297,16161,15235,14308,13516,12609,12396,11855,12203,12512,12300,12802,12589,12589,12435,12184,11662,11740,11373,11160,11044,10427,10330,10118,9693,9770,9268,9036,8998,8496,8225,7762,7337,7221,6565,6584,6526,6217,6410,6275,6256,6217,5947,5908,5676,5638,5870,5812,5715,6024,6217,6410,6835,7028,7820,8496,9422,10446,11218,12551,13477,14655,15833,16915,17166,17803,17378,16528,15910,15215,15177,15447,16142,16876,17764,19000,20661,21665,23441,24561,25797,26569,27129,27342,27728,28191,27438,27264,26299,24909,22514,19850,17397,15601,15080,15177,16721,18652,20023,21201,21491,21201,21047,21047,19946,19927,19270,18652,18170,17030,16412,16065,15756,15447,14752,14288,14288,13535,13458,12975,12531,12396,11469,10678,10040,9114,8457,7762,7492,7183,7105,6835,6989,6874,7047,7105,6951,7105,7144,7202,7337,7086,7356,7260,7530,7704,7414,7472,7414,7221,7260,6970,6661,6584,6468,6333,6178,6256,6256,6178,6178,6043,5812,5657,5734,5503,5503,5445,5252,5310,4885,5039,4981,4557,4769,4692,4363,4383,4248,4093,4054,3861,3803,3475,3166,3243,2,10.5,5.44,tallo
810,868,926,617,984,753,733,868,772,733,695,598,617,714,656,714,656,617,675,540,926,1023,1235,1660,2124,2626,3398,3803,4943,6101,7646,8496,9036,9809,10195,10465,11160,11044,10890,11044,10581,10697,11218,11508,12589,12898,13632,14520,15061,16142,16992,17455,18305,18884,19463,20120,20641,21105,21356,20776,21356,21047,20854,20950,20699,21317,21394,22012,22418,22340,22244,22283,22785,23267,23422,23789,24194,24407,24870,25681,26202,26511,27573,28346,29427,29910,30663,31300,31281,31454,32208,32053,32536,32516,32053,32208,31281,31281,30701,29832,30045,29504,28500,28210,27573,26511,25102,23943,23518,23248,23962,24812,25411,25874,26029,26202,26337,26106,26029,26492,25565,25372,25430,24310,24040,23325,23016,22862,22244,21819,21858,21105,20545,19946,19541,19154,18768,18459,18324,18324,18768,19154,19714,19618,19599,19811,19850,19541,19927,19714,19772,20178,20004,19695,19618,19850,19811,20564,20854,22167,22321,23209,23827,24175,24503,25102,24947,24329,23171,20931,19251,17861,17146,16625,16934,17455,17996,18923,20158,21047,22418,23113,24291,24947,24947,25256,25565,25198,25121,24484,23576,22244,19946,17783,15215,13999,13323,14057,15138,16934,18150,18768,19347,19000,19019,18633,18073,18150,17223,16683,16104,15312,14771,14250,14057,13825,13207,12898,12666,12280,11971,11740,11238,11044,10272,9654,8959,7974,7646,6874,6642,6642,6333,6178,6256,6236,6487,6256,6140,6410,6372,6372,6719,6642,6603,6874,6738,7009,6835,6796,6738,6526,6584,6333,6178,6063,5947,5792,5792,5599,5812,5754,5483,5483,5290,5329,5174,5136,5020,4962,4730,4885,4518,4595,4518,4190,4363,4248,3900,4054,3861,3746,3649,3359,3552,3089,3012,3031,2,7.5,4.94,inferior
926,926,926,946,888,753,733,907,753,753,656,637,733,714,637,733,559,579,656,579,926,946,1177,1621,2085,2587,3359,3900,4943,6333,7376,8515,9345,9751,10369,10658,11044,11083,10987,10967,10697,10581,10890,11547,12300,12995,13902,14443,15177,16065,17146,17532,18421,19154,19347,20390,20622,21008,21163,21201,21433,20854,20776,20641,20699,21085,21278,21896,22263,22321,22186,22630,22669,23248,23325,23827,23866,24407,25102,25739,26357,26608,27573,28191,29118,30141,30740,31435,31358,31590,32362,31976,32594,32671,31976,32208,31281,31512,30682,30045,29929,29273,28886,28346,27477,26492,25526,24175,23634,23345,23827,24889,25121,25816,26125,25971,26492,26106,25797,26125,25758,25565,25179,24329,24291,23325,23036,22727,22360,22012,22167,21240,20699,20178,19656,19077,18421,18382,18479,18536,18845,19232,19579,19637,19541,19618,19579,19618,19927,19772,19734,20043,19811,19850,19425,19463,20023,20255,21317,22012,22244,23132,23402,24329,24638,25256,24677,24349,23094,21105,19154,18034,17069,16702,17069,17455,18228,19039,20274,20931,22514,23171,24020,24754,24947,25198,25565,25063,24947,24522,23634,22321,20158,17783,15331,13979,13516,13825,15157,16721,17957,18845,19347,19116,19000,18730,17880,17803,17417,16606,16316,15447,14906,14211,14018,13922,13226,12975,12589,12300,11971,11720,11122,11025,10079,9693,9036,8032,7723,6932,6661,6584,6217,6256,6333,6217,6449,6526,6314,6410,6410,6372,6758,6487,6719,6893,6874,7028,6565,6681,6796,6681,6507,6333,6121,6043,5870,5773,5657,5561,5754,5715,5483,5425,5194,5252,5445,5116,5039,4885,4788,4943,4634,4595,4518,4248,4344,4228,3958,4093,3881,3842,3668,3437,3456,3128,3012,3070,2,7.5,4.94,inferior
849,849,965,714,907,849,772,946,810,733,753,598,675,675,637,714,675,617,733,540,984,1081,1274,1660,2085,2606,3456,3977,5020,6178,7569,8534,9268,9770,10272,10793,11044,11006,11006,10948,10523,10909,11276,11508,12589,12821,13825,14617,15177,16007,17069,17474,18479,19039,19695,20332,20699,20854,21259,20776,21201,20738,20873,21085,20873,20931,21665,21935,22418,22553,22495,22514,22746,23209,23789,23673,24156,24503,25121,25720,26260,26878,27593,28616,29273,30045,30894,31281,31609,31551,32516,31860,32594,32497,32053,32323,31358,31358,30373,30064,29736,29273,28655,28500,27728,26434,25256,24040,23866,23557,23943,24658,25604,25797,26299,25990,26415,26202,25565,25874,25720,25565,25488,24812,24136,23480,22862,22958,22476,21800,22089,21163,20854,20158,19560,19135,18633,18382,18536,18614,18961,19116,19463,19695,19695,19637,19637,19599,20004,19850,20178,20448,19946,19599,19541,19560,20081,20506,21317,22012,22167,23113,23673,24136,24735,24638,24638,24484,23325,21008,19405,17764,17069,16644,16992,17455,18092,18923,20197,20950,22495,23267,24194,24793,25102,25140,25720,25179,25121,24445,23673,22321,20197,17938,15370,13825,13516,13979,15293,16934,17977,18845,19096,19096,19077,18672,18228,17957,17301,16837,15988,15524,14984,14597,13979,13941,13284,13226,12821,12396,12049,11778,11353,10987,10195,9616,9056,8264,7858,6874,6681,6565,6256,6101,6391,6082,6487,6333,6294,6526,6352,6545,6603,6584,6719,6758,6796,7047,6796,6719,6661,6449,6545,6256,6101,6101,5870,5812,5889,5676,5638,5638,5483,5522,5116,5174,5213,5136,5039,4846,4730,4943,4557,4653,4595,4170,4325,4170,3939,4170,3900,3746,3707,3552,3552,3282,3012,3089,2,7.5,4.94,inferior
791,791,868,656,868,772,656,849,675,656,656,540,675,579,540,733,559,617,656,482,868,888,1081,1467,1815,2317,3031,3437,4325,5329,6487,7221,7646,8109,8225,8225,8418,8206,7820,7569,7260,7144,7105,7086,7665,7800,8418,8959,9345,10040,10504,10813,11315,11817,11971,12280,12145,12435,12666,12435,12705,12609,12551,12705,12319,12609,12666,13053,13497,13516,13786,14250,14559,15157,16258,16721,17648,18266,19077,20410,21047,22031,23094,23943,24812,25275,25874,26260,26029,26415,26666,26357,26762,26299,25565,25102,23731,23267,22031,21317,20487,19309,18768,18054,17378,16219,15157,14443,13999,13593,13458,13979,14134,14443,14288,14153,14057,13786,13381,13477,12840,12454,12666,11682,11662,11527,10851,10774,10233,10079,9886,9500,8901,8438,8071,7916,7279,7125,6951,6816,6796,6796,6835,6738,6430,6565,6333,6178,6449,6333,6410,6796,6835,7144,7762,8052,8824,9673,10851,12203,13130,14308,15524,16934,17783,18788,19618,19850,19560,18324,17339,16451,16316,16470,17088,17861,18382,19869,21240,22553,24040,25179,26299,27284,27651,27747,28365,28519,28153,27322,26511,25179,22630,20236,17455,15698,14984,15524,16818,18536,20120,20776,21394,21472,21394,21047,20120,20081,19232,18479,18073,17301,16451,16065,15679,15215,14829,14559,14095,13535,13381,12840,12435,12010,11392,10658,10195,9056,8515,7723,7414,7086,6854,6796,6989,6989,7028,7105,6796,6951,6951,7144,7356,7105,7221,7318,7453,7530,7414,7453,7453,7105,7144,6874,6642,6661,6410,6063,6217,6121,6256,5947,6024,5792,5715,5638,5676,5483,5406,5329,5097,5329,4904,5039,4865,4634,4634,4557,4286,4383,4016,4074,3939,3649,3823,3379,3263,3282,2,7.5,4.94,lado 1
733,849,849,695,849,733,772,868,637,733,656,559,579,598,559,714,617,617,656,540,849,888,1023,1351,1699,2259,2799,3243,4054,4981,6178,6874,7260,7685,7820,7955,7955,7762,7607,7453,7067,6796,6989,6951,7646,7607,8109,8727,9268,9616,10349,10774,11353,11527,11740,12164,12087,12280,12512,12396,12512,12164,12222,12280,12203,12396,12512,12937,13130,13439,13748,13864,14288,15254,15852,16335,17532,18092,19000,20120,20776,21626,22476,23557,24175,24947,25333,25797,25874,25797,26125,25662,25913,25526,24986,24638,23248,23016,21935,20738,20158,19232,18266,17783,17108,15910,14984,14173,13864,13226,13168,13671,13825,14134,13902,13671,13786,13477,13053,13168,12570,12377,12319,11392,11469,11122,10427,10600,10118,9925,9847,9191,8805,8264,7974,7762,7260,6989,6874,6661,6796,6642,6642,6642,6333,6430,6140,6024,6333,6178,6217,6584,6681,7028,7492,8071,8901,9538,10813,12010,12821,14134,15235,16451,17764,18421,19154,19502,19232,17996,17030,16451,16297,16161,16548,17571,18691,19502,21356,22089,23789,24947,25951,26994,27496,27496,27959,27902,27651,27342,26569,24715,22862,19695,17146,15447,15177,15215,16837,18401,20236,20854,21317,21394,21047,20815,19927,19927,18942,18479,17880,16876,16297,15910,15389,15177,14713,14211,14057,13593,13362,12821,12280,12010,11199,10620,9847,9114,8418,7723,7047,7028,6719,6796,6796,6738,7067,6893,6719,6893,6874,7067,7298,7105,7105,7395,7260,7607,7260,7337,7337,7086,7047,6816,6796,6487,6352,6275,6256,6101,6333,5985,5870,6063,5638,5599,5676,5522,5329,5213,4981,5290,4904,4885,4827,4518,4653,4518,4209,4402,4112,3900,3958,3707,3823,3359,3243,3243,2,7.5,4.94,lado 1
772,810,888,656,849,772,695,868,656,695,695,502,598,579,559,714,579,579,714,424,830,888,965,1428,1757,2201,2780,3186,4016,5020,6043,6912,7453,7723,7878,7994,8032,7878,7569,7453,6893,6874,6777,6874,7607,7800,8032,8689,9210,9654,10233,10600,11276,11585,11817,11971,12126,12203,12435,12396,12744,12512,12242,12512,12049,12280,12589,12589,13323,13362,13381,13844,14366,14906,15833,16412,17166,17841,19000,20004,20796,21491,22727,23267,24252,24947,25411,25720,25797,25565,26029,25990,26106,25411,24870,24349,23422,22785,21703,20699,20332,19154,18305,17764,16915,15930,14984,14057,13690,13207,13439,13825,13825,14057,13979,13671,13748,13690,13072,12975,12512,12300,12222,11585,11604,11122,10716,10542,10156,9982,9654,9268,8727,8303,7955,7646,7202,6874,6874,6584,6738,6661,6642,6719,6121,6333,6217,6024,6352,6024,6372,6738,6738,6989,7588,7762,8805,9500,10697,11894,12898,14057,15293,16412,17706,18768,19019,19695,19154,17996,16992,16355,16007,16297,16528,17783,18479,19405,21163,22167,24040,24793,25720,26801,27419,27535,28191,27805,27651,26975,26029,24889,22591,19946,17378,15486,14829,15235,16760,18710,20081,20622,21317,21085,20796,20738,20236,19965,19077,18536,17996,16876,16702,15910,15601,15235,14752,14443,14134,13516,13323,12763,12396,12280,11276,10581,9982,9036,8341,7820,7279,7144,6835,6719,6874,6738,7028,6835,6758,7028,6951,7047,7356,7047,7144,7298,7356,7646,7356,7337,7298,7144,6989,6835,6584,6661,6410,6159,6178,5966,6275,6024,5908,5754,5715,5522,5657,5483,5445,5136,5155,5136,4865,5020,4827,4576,4711,4557,4248,4421,4054,4016,4035,3726,3803,3475,3205,3243,2,7.5,4.94,lado 1
868,926,888,791,965,810,772,965,656,733,733,617,714,675,579,791,675,656,714,617,830,926,1081,1428,1660,2162,2664,3050,4054,4865,6024,6719,7221,7356,7492,7685,7839,7588,7260,7144,6661,6294,6565,6603,7105,7105,7646,8225,8592,9191,9751,10156,10658,10813,11122,11295,11276,11682,11662,11585,11817,11817,11662,11662,11585,11778,11778,12145,12609,12705,13014,13168,13844,14443,15215,15833,16915,17610,18401,19618,20332,21047,22031,22785,23962,24484,24831,25256,25256,25275,25681,25198,25584,25063,24407,24156,22823,22012,21163,20255,19695,18575,17726,17166,16142,15138,14520,13593,13130,12647,12782,13207,13168,13439,13284,13014,13053,12821,12551,12589,11991,11836,11701,10967,11160,10542,10195,10272,9731,9461,9461,8650,8418,8071,7646,7279,6912,6661,6565,6333,6333,6217,6178,6294,5870,5947,5754,5657,5812,5734,5831,6043,6217,6565,6951,7492,8380,9191,10118,11392,12396,13748,14771,15988,17166,17957,18884,19116,18884,17726,16992,16239,15930,16161,16895,17532,18479,19541,20950,22031,23673,24793,26029,26801,27361,27747,28288,27998,27882,27264,26434,25102,22630,20120,17455,15756,15177,15293,16760,18691,20313,21085,21394,21491,21433,21047,20197,20120,19232,18633,18150,17223,16548,16219,15988,15486,14752,14404,14211,13593,13593,13014,12551,12087,11315,10813,9963,9191,8534,7800,7376,7144,6874,6835,6835,6661,6989,6951,6893,7028,7028,7067,7260,7144,7318,7337,7279,7762,7414,7279,7492,7183,7260,6835,6758,6719,6372,6256,6333,6101,6294,6101,5985,6101,5657,5599,5734,5522,5503,5290,5020,5329,4981,4943,5020,4634,4595,4557,4402,4518,4093,4093,3939,3784,3823,3494,3282,3282,2,7.5,4.94,lado 2
810,926,907,733,965,810,733,888,733,772,695,656,695,656,598,753,598,617,656,579,926,868,1119,1467,1699,2278,2703,3108,3900,4808,5812,6603,7183,7337,7588,7569,7665,7492,7183,7028,6603,6333,6565,6526,6989,7125,7530,8129,8418,9307,9577,10118,10581,10851,10909,11353,11353,11527,11778,11469,11933,11431,11740,11894,11315,11701,11778,12049,12512,12609,12744,13207,13728,14366,15215,15814,16606,17687,18382,19618,20429,20989,22031,22900,23731,24252,24947,25198,25256,24986,25681,25179,25333,25063,24136,23962,22862,22495,21259,19888,19579,18305,17783,17069,16297,15099,14482,13362,12937,12628,12589,12860,13168,13246,13362,13207,13149,12821,12435,12589,11894,11875,11662,11083,10774,10446,10195,10060,9770,9307,9307,8727,8264,7878,7511,7260,6835,6603,6430,6333,6314,6178,6024,6178,5812,5754,5619,5599,5638,5599,5754,6217,6140,6565,6912,7492,8187,8998,10233,11315,12049,13690,14675,16161,16876,18112,18730,19193,18710,17532,16644,16142,15679,15930,16528,17339,18208,19251,21240,22089,23518,24658,25739,26801,26994,27573,27844,28056,27612,27110,26569,24967,22360,19714,17494,15486,14984,15370,16721,18479,19888,20776,21394,21105,20854,20854,20255,19850,19077,18536,17919,16934,16297,15852,15563,15235,14443,14288,14134,13420,13207,12879,12280,12087,11122,10813,10060,9114,8418,7627,7105,7067,6912,6796,6700,6738,6989,6989,6874,6970,6874,7047,7337,6951,7221,7279,7337,7530,7144,7298,7337,7047,7028,6796,6661,6565,6217,6217,6217,5947,6101,6063,6024,5812,5657,5503,5773,5368,5406,5059,5097,5368,4904,4904,4750,4634,4672,4518,4209,4402,4093,4093,3977,3707,3803,3437,3205,3359,2,7.5,4.94,lado 2
791,830,849,637,810,772,695,810,656,656,656,579,656,598,540,675,579,559,656,463,772,791,965,1274,1641,2124,2703,3012,3919,4904,5889,6661,6989,7356,7414,7588,7665,7453,7260,6951,6565,6372,6352,6314,6893,7105,7569,7974,8418,8998,9731,9925,10465,10774,10967,11431,11315,11469,11585,11585,11836,11373,11585,11585,11527,11740,11604,11971,12396,12435,12763,13323,13844,14211,15215,15544,16760,17243,18479,19463,20236,21163,22089,22881,23576,24484,24754,25102,25140,25044,25372,25275,25488,25024,24349,23731,22553,22167,20776,19927,19232,18324,17532,17030,16239,15370,14462,13304,12956,12435,12454,13130,13130,13207,13168,13014,12898,12435,12357,12377,11740,11662,11527,10909,10967,10446,10079,9925,9461,9268,9345,8496,8438,7800,7492,7183,6738,6430,6449,6256,6333,6178,6043,6024,5908,5792,5657,5406,5676,5445,5754,6024,6024,6410,7028,7337,8071,8882,9982,11392,11971,13516,14752,15833,16934,17996,18459,18884,18536,17552,16606,16007,15910,15988,16412,17185,18266,19251,20873,21858,23518,24484,25720,26666,27129,27342,27882,27844,27573,27226,26048,24967,22186,19869,17166,15486,14520,15061,16335,18575,19618,20564,21047,20950,20854,20487,20178,19772,19251,18228,17455,17030,16451,16142,15582,15331,14520,14288,13825,13439,13284,12898,12242,12203,11160,10446,9886,8959,8515,7607,7241,6989,6719,6584,6796,6623,6874,6970,6758,6874,6874,6854,7105,7047,7260,7183,7260,7646,7183,7279,7260,7047,6893,6719,6565,6391,6101,6140,6101,6101,6256,5966,5947,5812,5599,5503,5676,5290,5406,5097,4981,5329,4865,4885,4750,4518,4576,4499,4248,4305,4016,4016,3939,3707,3649,3437,3186,3282,2,7.5,4.94,lado 2
772,772,868,675,830,810,695,868,656,695,579,559,617,617,540,695,540,540,598,463,695,675,656,926,965,1274,1583,1660,2162,2722,3340,3803,3977,4479,4808,5039,5425,5348,5483,5483,5290,5483,5580,5812,6487,6796,7453,7955,8341,9056,9770,10272,10851,11276,11604,12126,12242,12512,12917,12744,13246,12763,12744,12937,12821,12975,13362,13362,13786,13941,13825,14462,14675,15022,15756,16297,16915,17629,18324,19251,19869,20467,21472,22476,23094,23943,24329,24793,24638,24464,25256,24600,24793,24522,24252,23731,22476,21858,21085,20178,20004,18923,18015,17532,16876,15795,15080,14076,13690,13439,13632,13979,14057,14288,14308,13864,14018,13941,13477,13593,12956,12898,12821,11894,12145,11527,11044,11122,10736,10581,10504,9963,9654,9036,8650,8438,7839,7723,7665,7646,7492,7530,7492,7414,7105,7221,6989,6796,7183,7028,6989,7492,7202,7414,7955,8264,8959,9616,10542,11740,12300,13284,14134,15370,16297,17301,17474,17783,17532,16412,15447,15061,14829,15061,15524,16412,17301,18459,19869,21047,22785,23789,25102,26106,26260,26666,27342,27187,26801,26569,25565,24407,21974,19386,17108,15003,14636,14926,16412,18266,19560,20313,20931,21008,20622,20313,19811,19637,18556,17996,17532,16760,16219,15466,15138,15061,14520,14134,13786,13130,13072,12609,12280,11971,11044,10658,9828,8727,8187,7453,7028,6951,6835,6661,6661,6661,6951,6719,6796,6874,6835,7047,7105,7144,7202,7221,7279,7569,7183,7144,7202,6893,7028,6796,6430,6410,6314,6140,6140,5947,6121,6101,5947,5792,5715,5561,5561,5387,5174,5136,4885,5136,4750,4827,4788,4479,4518,4595,4286,4267,3939,4016,3900,3668,3688,3398,3128,3166,2,7.5,4.94,tallo
733,810,791,695,849,772,733,849,675,656,675,617,598,559,540,695,598,559,540,463,675,598,772,926,1004,1235,1525,1641,2162,2741,3224,3784,4074,4518,4885,4981,5406,5348,5406,5483,5290,5445,5792,5792,6623,6854,7356,7820,8341,9056,9809,10195,10755,11353,11585,12049,12357,12551,13014,12744,13130,12917,12917,13053,12840,12937,13130,13458,13748,13979,14211,14153,14829,15254,15988,16528,17069,17532,18150,19328,20178,20622,21665,22418,22862,23866,24271,24793,24329,24329,25102,24407,24658,24715,23943,23402,22572,21858,21027,20004,19850,18845,18228,17764,16876,15679,15061,13941,13786,13362,13516,13844,14153,14443,14308,13999,14076,13825,13593,13690,12917,12975,12782,11933,11836,11585,11141,11199,10697,10581,10600,9982,9654,9056,8727,8438,8032,7569,7646,7549,7549,7414,7453,7511,7144,7202,6989,6874,7183,6951,7105,7356,7279,7376,7955,8303,8863,9577,10349,11547,12280,13362,14057,15370,16161,17069,17397,17648,17223,16548,15640,14984,14675,15157,15524,16412,17223,18382,19927,21008,22649,23576,24870,25990,26299,26260,27284,27129,26955,26415,25507,24040,22167,19232,16760,15177,14752,15003,16316,18150,20004,20390,20796,20854,20796,20255,19618,19502,18575,18228,17552,16470,16007,15679,15138,15003,14385,13979,13671,13130,13130,12686,12087,11817,11276,10504,9886,8689,8109,7492,7144,6951,6796,6623,6584,6487,6893,6835,6796,6951,6835,6951,7163,7047,7086,7163,7260,7492,7047,7202,7279,7009,6989,6719,6642,6487,6140,6043,6256,5947,6217,6024,5812,5773,5599,5483,5657,5406,5232,5059,4981,5194,4865,4788,4730,4479,4557,4421,4248,4325,3977,3939,3939,3591,3784,3321,3050,3147,2,7.5,4.94,tallo
791,849,965,695,849,772,733,868,695,810,637,617,656,656,598,714,656,656,695,540,733,714,772,926,1139,1274,1583,1699,2143,2703,3321,3900,4112,4595,4885,4981,5406,5406,5425,5483,5310,5368,5715,5908,6623,6893,7356,8032,8341,9056,9828,10195,10890,11353,11585,12126,12261,12512,13168,12609,13168,13111,13053,13072,12821,13014,13226,13439,14018,13922,14173,14173,14597,15177,16007,16470,17223,17455,18459,19347,20236,20873,21568,22398,23248,23885,24291,24503,24831,24484,24947,24580,24793,24522,23982,23480,22476,21993,21163,20274,19637,18652,18266,17474,16934,15930,15235,14057,13748,13439,13535,13979,14057,14443,14288,14076,14250,13979,13632,13690,13130,13014,12782,12203,12087,11740,11160,11064,10755,10427,10465,9925,9693,9036,8631,8457,8032,7800,7878,7549,7607,7685,7511,7492,7086,7318,7105,7009,7260,6951,7144,7434,7356,7569,7878,8341,9017,9654,10658,11392,12203,13516,14076,15273,16451,17262,17532,18170,17706,16355,15544,15022,14868,15003,15408,16528,17030,18691,20120,20796,22707,23943,25102,25739,26569,26666,27284,27110,27110,26299,25681,24291,22302,19232,17030,15196,14617,15061,16316,18266,19714,20467,20854,20738,20641,20313,19541,19618,19077,18266,17745,16644,16142,15795,15389,14829,14404,14057,13786,13168,13149,12609,12126,11991,11044,10542,9809,8882,8245,7607,7144,7028,6661,6642,6719,6719,7028,6661,6796,6738,6796,6951,7144,7260,7202,7356,7260,7492,7260,7337,7105,6835,6912,6835,6565,6545,6217,6275,6217,6140,6140,6043,5870,5947,5676,5522,5638,5425,5406,5194,5020,5290,4808,5039,4943,4518,4576,4537,4248,4248,3958,4093,3977,3707,3823,3398,3186,3243,2,7.5,4.94,tallo
772,868,926,714,810,810,714,888,714,656,656,617,656,559,617,733,617,617,656,482,868,849,1023,1506,1950,2413,3166,3630,4750,5831,7202,8264,8611,9075,9538,9519,9770,9886,9596,9616,8920,8901,9017,9036,10060,10542,10813,11585,12319,13168,13825,14211,15003,15370,15910,16161,16625,16760,17185,16779,17339,17069,17223,16837,16644,17030,17339,17610,18034,18228,18382,18884,19309,19927,20467,21085,21703,21974,22958,23885,24407,25179,25797,27226,27670,28268,28964,29350,29601,29697,30064,29717,30006,29736,29388,29079,28346,27593,26878,26183,25565,24638,23866,23267,22669,21780,20699,19270,18788,18401,18536,19463,19463,19850,20004,19946,20120,19850,19502,19251,19193,18730,18633,17648,17764,17069,16297,16683,15988,15717,15872,14984,14694,13786,13632,13053,12551,12087,11894,11778,11894,11971,11971,11817,11276,11469,11199,10909,11373,11160,11122,11662,11585,11894,12203,12821,13690,14327,15563,16721,17552,18845,19502,20622,21626,22340,22418,22495,21472,19811,18305,17243,16644,16548,16876,17455,17957,19000,20332,21240,22804,23673,24329,25430,25720,25739,26260,25720,25951,25411,24252,22958,20487,18382,15833,14366,13844,14153,15524,17301,18614,19463,19637,19328,19560,19386,18401,18536,17648,16992,16760,15524,15061,14713,14366,14250,13458,13207,13091,12454,12357,11798,11353,11353,10504,9828,9345,8360,7781,7105,6700,6738,6352,6217,6275,6217,6642,6352,6352,6449,6584,6565,6642,6681,6738,6796,6796,7202,6681,6893,6893,6565,6603,6372,6256,6043,5966,5947,5792,5908,5870,5792,5619,5638,5252,5213,5310,5174,5039,4865,4827,5020,4576,4672,4634,4267,4402,4228,3958,4170,3842,3707,3707,3359,3572,3243,2992,3050,2,8.4,4.9,inferior
